Service Stop Date cannot be before Service Start Date,لا يمكن أن يكون تاريخ إيقاف الخدمة قبل تاريخ بدء الخدمة
Row {0}: Advance against Supplier must be debit,الصف {0}:المورد المقابل المتقدم يجب أن يكون مدين\n<br>\nRow {0}: Advance against Supplier must be debit
You can not enter current voucher in 'Against Journal Entry' column,لا يمكنك إدخال القسيمة الحالية في عمود 'قيد اليومية المقابل'.\n<br>\nYou can not enter current voucher in 'Against Journal Entry' column
Against Journal Entry {0} does not have any unmatched {1} entry,قيد اليومية المقابل {0} لا يحتوى مدخل {1} غير مطابق\n<br>\nAgainst Journal Entry {0} does not have any unmatched {1} entry
Row {0}: Debit entry can not be linked with a {1},الصف {0}: لا يمكن ربط قيد مدين مع {1}
Row {0}: Credit entry can not be linked with a {1},صف {0}: لا يمكن ربط قيد دائن مع {1}
Row {0}: Invalid reference {1},الصف {0}: مرجع غير صالحة {1}
Row {0}: Party / Account does not match with {1} / {2} in {3} {4},الصف {0}: حزب / حساب لا يتطابق مع {1} / {2} في {3} {4}
Row {0}: {1} {2} does not match with {3},الصف {0}: {1} {2} لا يتطابق مع {3}
{0} {1} is not submitted,{0} {1} لم يتم تقديمه
{0} {1} is fully billed,{0} {1} قدمت الفواتير بشكل كامل
{0} {1} is closed,{0} {1} مغلقة
Advance paid against {0} {1} cannot be greater than Grand Total {2},@@
Payment against {0} {1} cannot be greater than Outstanding Amount {2},الدفعة مقابل {0} {1} لا يمكن أن تكون أكبر من المبلغ القائم {2}
Row {0}: Both Debit and Credit values cannot be zero,@@
Total Debit must be equal to Total Credit. The difference is {0},يجب أن يكون إجمالي الخصم يساوي إجمالي الائتمان .
You cannot credit and debit same account at the same time,لا يمكن إعطاء الحساب قيمة مدين وقيمة دائن في نفس الوقت
Please check Multi Currency option to allow accounts with other currency,يرجى اختيار الخيار عملات متعددة للسماح بحسابات مع عملة أخرى
Row {0}: Exchange Rate is mandatory,الصف {0}: سعر صرف إلزامي
Note: {0},ملاحظة : {0}
Reference #{0} dated {1},المرجع # {0} بتاريخ {1}
Please enter Reference date,الرجاء إدخال تاريخ المرجع\n<br>\nPlease enter Reference date
{0} against Sales Invoice {1},{0} مقابل فاتورة المبيعات {1}
{0} against Sales Order {1},{0} مقابل طلب مبيعات {1}
{0} against Bill {1} dated {2},{0} مقابل الفاتورة {1} بتاريخ {2}
{0} against Purchase Order {1},{0} مقابل أمر الشراء {1}
'Entries' cannot be empty,المدخلات لا يمكن أن تكون فارغة
Stock Entry {0} is not submitted,الحركة المخزنية {0} غير مسجلة
Warning: Another {0} # {1} exists against stock entry {2},تحذير: {0} أخر # {1} موجود في مدخل المخزن {2}\n<br>\nWarning: Another {0} # {1} exists against stock entry {2}
Accounts table cannot be blank.,جدول الحسابات لا يمكن أن يكون فارغا.
Can only make payment against unbilled {0},يمكن إجراء دفعة فقط مقابل فاتورة غير مدفوعة {0}
No Permission,لا يوجد تصريح
Please select correct account,يرجى اختيارالحساب الصحيح
Merge Progress,@@
Please set Company,يرجى تعيين الشركة
Please set Root Type,@@
Please set Account,@@
Start Merge,@@
Scheduler is inactive. Cannot merge accounts.,@@
Notes,ملاحظات
"If unlimited expiry for the Loyalty Points, keep the Expiry Duration empty or 0.",إذا كان انتهاء الصلاحية غير محدود لنقاط الولاء ، فاحتفظ مدة الصلاحية فارغة أو 0.
One customer can be part of only single Loyalty Program.,يمكن أن يكون أحد العملاء جزءًا من برنامج الولاء الوحيد.
Please select the Multiple Tier Program type for more than one collection rules.,يرجى تحديد نوع البرنامج متعدد الطبقات لأكثر من قواعد مجموعة واحدة.
Customer isn't enrolled in any Loyalty Program,العميل غير مسجل في أي برنامج ولاء
The Loyalty Program isn't valid for the selected company,برنامج الولاء غير صالح للشركة المختارة
You don't have enough Loyalty Points to redeem,ليس لديك ما يكفي من نقاط الولاء لاستردادها
You can't redeem Loyalty Points having more value than the Grand Total.,لا يمكنك استرداد نقاط الولاء التي لها قيمة أكبر من المجموع الكلي.
Same Company is entered more than once,تم إدخال نفس الشركة أكثر من مره\n<br>\nSame Company is entered more than once
Account {0} does not match with Company {1} in Mode of Account: {2},الحساب {0} لا يتطابق مع الشركة {1} في طريقة الحساب: {2}
Not Allowed,غير مسموح
Percentage Allocation should be equal to 100%,مجموع النسب المخصصة يجب ان تساوي 100 %
Invoice Type,نوع الفاتورة
Opening Invoices,فتح الفواتير
Total Outstanding,إجمالي المعلقة
Create Invoices,إنشاء الفواتير
Opening Invoices Summary,ملخص الفواتير الافتتاحية
Please select the Company,يرجى تحديد الشركة
Opening Invoice Item,فتح الفاتورة البند
Row #{}: {} {} does not exist.,الصف رقم {}: {} {} غير موجود.
Row #{0}: {1} is required to create the Opening {2} Invoices,الصف رقم {0}: {1} مطلوب لإنشاء فواتير الافتتاح {2}
Please Set Supplier Group in Buying Settings.,يرجى تعيين مجموعة الموردين في إعدادات الشراء.
Please set the Default Cost Center in {0} company.,يرجى تعيين مركز التكلفة الافتراضي في الشركة {0}.
Nos,Nos
You had {} errors while creating opening invoices. Check {} for more details,كان لديك {} من الأخطاء أثناء إنشاء الفواتير الافتتاحية. تحقق من {} لمزيد من التفاصيل
Error Occured,حدث خطأ
Opening Invoice Creation In Progress,جاري إنشاء الفاتورة الافتتاحية
Creating {} out of {} {},إنشاء {} من {} {}
Please add a Temporary Opening account in Chart of Accounts,الرجاء إضافة حساب فتح مؤقت في مخطط الحسابات
Invalid Primary Role,@@
{} {} is already linked with {} {},@@
{} {} is already linked with another {},@@
View Exchange Gain/Loss Journals,@@
Please select a Company first.,الرجاء تحديد شركة أولاً.
Mandatory,إلزامي
"Party can only be one of {0}, [party_types.join(,",@@
Please select Posting Date before selecting Party,الرجاء تجديد تاريخ النشر قبل تحديد المستفيد\n<br>\nPlease select Posting Date before selecting Party
Posting Date,تاريخ الترحيل
From Date,من تاريخ
To Date,إلى تاريخ
Due Date,بسبب تاريخ
Outstanding Amount,المبلغ المستحق
Greater Than Amount,أكبر من المبلغ
Less Than Amount,أقل من المبلغ
Allocate Payment Amount,تخصيص مبلغ الدفع
Filters,فلاتر
"Error: {0} is mandatory field, [to_field.replace(/_/g,",@@
"{0}: {1} must be less than {2}, [key, from_field.replace(/_/g,",@@
No gain or loss in the exchange rate,لا مكسب أو خسارة في سعر الصرف
Please Specify Account,@@
Please select Charge Type first,يرجى تحديد نوع الرسوم أولا
Can refer row only if the charge type is 'On Previous Row Amount' or 'Previous Row Total',Can refer row only if the charge type is 'On Previous Row Amount' or 'Previous Row Total'
Cannot select charge type as 'On Previous Row Amount' or 'On Previous Row Total' for first row,"لا يمكن تحديد نوع التهمة باسم ' في الصف السابق المبلغ ' أو ' في السابق صف إجمالي "" ل لصف الأول"
Cannot refer row number greater than or equal to current row number for this Charge type,لا يمكن أن يشير رقم الصف أكبر من أو يساوي رقم الصف الحالي لهذا النوع المسؤول
Difference Amount must be zero,مبلغ الفرق يجب أن يكون صفر\n<br>\nDifference Amount must be zero
Row #{0}: Duplicate entry in References {1} {2},الصف # {0}: إدخال مكرر في المراجع {1} {2}
Cannot receive from customer against negative outstanding,@@
Incorrect Payment Type,@@
Row #{0}: Allocated Amount cannot be greater than outstanding amount.,الصف # {0}: المبلغ المخصص لا يمكن أن يكون أكبر من المبلغ المستحق.
{0} {1} has already been fully paid.,@@
Party Type is mandatory,حقل نوع المستفيد إلزامي\n<br>\nParty Type is mandatory
Party is mandatory,حقل المستفيد إلزامي\n<br>\nParty is mandatory
"Payment Type must be one of Receive, Pay and Internal Transfer","نوع الدفع يجب أن يكون إما استلام , دفع أو مناقلة داخلية\n<br>\nPayment Type must be one of Receive, Pay and Internal Transfer"
{0} {1} does not exist,{0} {1} غير موجود\n<br>\n{0} {1} does not exist
Reference Doctype must be one of {0},المستند المرجع يجب أن يكون واحد من {0}\n<br>\nReference Doctype must be one of {0}
{0} {1} is not associated with {2} {3},{0} {1} غير مرتبط {2} {3}
"{0} {1} is associated with {2}, but Party Account is {3}",{0} {1} مرتبط ب {2}، ولكن حساب الطرف هو {3}
{0} {1} is on hold,@@
Invalid Purchase Invoice,@@
{0} {1} must be submitted,{0} {1} يجب أن يتم اعتماده\n<br>\n{0} {1} must be submitted
If this is undesirable please cancel the corresponding Payment Entry.,@@
Warning,تحذير
Payment term {0} not used in {1},@@
Row #{0}: Cannot allocate more than {1} against payment term {2},@@
Received Amount cannot be greater than Paid Amount,@@
Cannot pay to Customer without any negative outstanding invoice,@@
Cannot receive from Supplier without any negative outstanding invoice,@@
Paid Amount cannot be greater than total negative outstanding amount {0},المبلغ المدفوع لا يمكن أن يكون أكبر من إجمالي المبلغ القائم السالب {0}
Reference No and Reference Date is mandatory for Bank transaction,رقم المرجع و تاريخ المرجع إلزامي للمعاملة المصرفية
Amount {0} {1} transferred from {2} to {3},القيمة {0} {1} نقلت من {2} إلى {3}
Amount {0} {1} {2} {3},القيمة {0} {1} {2} {3}
received from,مستلم من
to,إلى
Transaction reference no {0} dated {1},إشارة عملية لا {0} بتاريخ {1}
Amount {0} {1} against {2} {3},مبلغ {0} {1} مقابل {2} {3}
Amount {0} {1} deducted against {2},مبلغ {0} {1} خصم مقابل {2}
"To include tax in row {0} in Item rate, taxes in rows {1} must also be included",ل تشمل الضريبة في الصف {0} في معدل الإغلاق ، {1} ويجب أيضا تضمين الضرائب في الصفوف
Charge of type 'Actual' in row {0} cannot be included in Item Rate or Paid Amount,@@
Valuation type charges can not be marked as Inclusive,لا يمكن تحديد رسوم نوع التقييم على أنها شاملة
Splitting {0} {1} into {2} rows as per Payment Terms,@@
Account: {0} is not permitted under Payment Entry,الحساب: {0} غير مسموح به بموجب إدخال الدفع
{0} is on hold till {1},{0} معلق حتى {1}
Discount of {} applied as per Payment Term,@@
{0} account is not of type {1},@@
Payment Request,طلب الدفع من قبل المورد
Get Payments from,احصل على المدفوعات من
Payment Entry,تدوينات المدفوعات
Create Payment Entries,إنشاء إدخالات الدفع
For Supplier,للمورد
Supplier,المورد
Mode of Payment,طريقة الدفع
Submit,تسجيل
{0} {1} created,{0} {1} إنشاء
Allocate,تخصيص
Reconcile,توفيق
No Unreconciled Invoices and Payments found for this party and account,@@
No Outstanding Invoices found for this party,@@
No Unreconciled Payments found for this party,@@
Select Difference Account,حدد حساب الفرق
Allocation,توزيع
Voucher No,رقم السند
Difference Account,حساب الفرق
Difference Amount,مقدار الفرق
Reconcile Entries,التوفيق بين المدخلات
Successfully Reconciled,تمت التسوية بنجاح\n<br>\nSuccessfully Reconciled
Please select {0} first,الرجاء تحديد {0} أولا\n<br>\nPlease select {0} first
No records found in the Invoices table,@@
No records found in the Payments table,@@
No records found in Allocation table,@@
Requested,طلب
Initiated,بدأت
Partially Paid,مدفوعاً جزئياً
Paid,مدفوع
Resend Payment Email,إعادة إرسال الدفعة عبر البريد الإلكتروني
Sending,إرسال
Message Sent,تم ارسال الرسالة
Create Payment Entry,إنشاء إدخال الدفع
To create a Payment Request reference document is required,لإنشاء مستند مرجع طلب الدفع مطلوب
Total Payment Request amount cannot be greater than {0} amount,لا يمكن أن يكون إجمالي مبلغ طلب الدفع أكبر من {0} المبلغ
Transaction currency must be same as Payment Gateway currency,يجب أن تكون العملة المعاملة نفس العملة بوابة الدفع
Payment Entry already exists,تدوين المدفوعات موجود بالفعل
Payment Request for {0},طلب الدفع ل {0}
Payment Entry is already created,تدوين المدفوعات تم انشاؤه بالفعل
Requesting payment against {0} {1} for amount {2},طلب الدفعة مقابل {0} {1} لقيمة {2}
Make Payment,قم بالدفع
"If you have any questions, please get back to us.",إذا كان لديك أي أسئلة، يرجى أن تعود الينا.
Thank you for your business!,شكرا لك على عملك!
"The Payment Request {0} is already paid, cannot process payment twice",@@
Group,مجموعة
Combined invoice portion must equal 100%,يجب أن يساوي جزء الفاتورة مجتمعة 100٪
Row {0}: Payment Term is mandatory,@@
The Payment Term at row {0} is possibly a duplicate.,قد يكون مصطلح الدفع في الصف {0} مكررا.
"The GL Entries will be cancelled in the background, it can take a few minutes.",@@
Closing Account {0} must be of type Liability / Equity,يجب ان يكون الحساب الختامي {0} من النوع متطلبات/الأسهم\n<br>\nClosing Account {0} must be of type Liability / Equity
Currency of the Closing Account must be {0},عملة الحساب الختامي يجب أن تكون {0}
Another Period Closing Entry {0} has been made after {1},قيد إقفال فترة أخرى {0} تم إنشائها بعد {1}
"Previous Year is not closed, please close it first",@@
"The GL Entries will be processed in the background, it can take a few minutes.",@@
Sales Summary,ملخص المبيعات
Mode of Payments,طريقة الدفع
Taxes,الضرائب
Rate,سعر السلعة المفردة
POS Closing Failed,@@
Processing Sales! Please Wait...,@@
Selected POS Opening Entry should be open.,يجب أن يكون الإدخال الافتتاحي المحدد لنقاط البيع مفتوحًا.
Duplicate POS Invoices found,@@
POS Invoice is {},فاتورة نقاط البيع {}
POS Profile doesn't matches {},الملف الشخصي لنقطة البيع لا يتطابق مع {}
POS Invoice is not {},فاتورة نقاط البيع ليست {}
POS Invoice isn't created by user {},لم ينشئ المستخدم فاتورة نقاط البيع {}
Row #{}: {},رقم الصف {}: {}
Invalid POS Invoices,فواتير نقاط البيع غير صالحة
Please specify Company to proceed,الرجاء تحديد الشركة للمضى قدما\n<br>\nPlease specify Company to proceed
POS Invoice should have {} field checked.,يجب أن يتم فحص الحقل {} فاتورة نقاط البيع.
You need to cancel POS Closing Entry {} to be able to cancel this document.,@@
Payment related to {0} is not completed,الدفع المتعلق بـ {0} لم يكتمل
Item Unavailable,العنصر غير متوفر
Duplicate Serial No {0} found,@@
Row #{}: Following Serial numbers for item {} are <b>Invalid</b>: {},@@
Invalid Item,عنصر غير صالح
Row #{}: Item Code: {} is not available under warehouse {}.,الصف # {}: رمز العنصر: {} غير متوفر ضمن المستودع {}.
Row #{}: You must select {} serial numbers for item {}.,الصف # {}: يجب تحديد {} الأرقام التسلسلية للعنصر {}.
At least one mode of payment is required for POS invoice.,يلزم وضع واحد نمط واحد للدفع لفاتورة نقطة البيع.\n<br>\nAt least one mode of payment is required for POS invoice.
The selected change account {} doesn't belongs to Company {}.,حساب التغيير المحدد {} لا ينتمي إلى الشركة {}.
Please enter Account for Change Amount,الرجاء إدخال الحساب لمبلغ التغيير\n<br> \nPlease enter Account for Change Amount
Row #{0} (Payment Table): Amount must be positive,الصف رقم {0} (جدول الدفع): يجب أن يكون المبلغ موجبا
Row #{0} (Payment Table): Amount must be negative,الصف # {0} (جدول الدفع): يجب أن يكون المبلغ سلبيًا
Total payments amount can't be greater than {},لا يمكن أن يكون إجمالي المدفوعات أكبر من {}
Company {} does not match with POS Profile Company {},@@
No POS Profile found. Please create a New POS Profile first,@@
Payment amount cannot be less than or equal to 0,لا يمكن أن يكون مبلغ الدفعة أقل من أو يساوي 0
Please enter the phone number first,الرجاء إدخال رقم الهاتف أولاً
Atleast one invoice has to be selected.,يجب تحديد فاتورة واحدة على الأقل.
Row #{}: POS Invoice {} is not against customer {},الصف رقم {}: فاتورة نقاط البيع {} ليست ضد العميل {}
Row #{}: POS Invoice {} is not submitted yet,الصف رقم {}: فاتورة نقاط البيع {} لم يتم تقديمها بعد
Row #{}: POS Invoice {} has been {},الصف رقم {}: فاتورة نقاط البيع {} كانت {}
Row #{}: Original Invoice {} of return invoice {} is {}.,@@
You can add original invoice {} manually to proceed.,يمكنك إضافة الفاتورة الأصلية {} يدويًا للمتابعة.
POS Invoices will be consolidated in a background process,@@
POS Invoices will be unconsolidated in a background process,@@
Scheduler is inactive. Cannot enqueue job.,@@
POS Profile {} does not belongs to company {},الملف الشخصي لنقاط البيع {} لا ينتمي إلى الشركة {}
User {} is disabled. Please select valid user/cashier,المستخدم {} معطل. الرجاء تحديد مستخدم / أمين صندوق صالح
Please set default Cash or Bank account in Mode of Payment {},الرجاء تعيين حساب نقدي أو مصرفي افتراضي في طريقة الدفع {}
Please set default Cash or Bank account in Mode of Payments {},الرجاء تعيين حساب نقدي أو مصرفي افتراضي في طريقة الدفع {}
Missing Account,حساب مفقود
"Already set default in pos profile {0} for user {1}, kindly disabled default",تم تعيين الإعداد الافتراضي في الملف الشخصي لنقطة البيع {0} للمستخدم {1}، يرجى تعطيل الإعداد الافتراضي
{0} does not belong to Company {1},{0} لا تنتمي إلى شركة {1}
Duplicate item group found in the item group table,تم العثور علي مجموعه عناصر مكرره في جدول مجموعه الأصناف\n<br>\nDuplicate item group found in the item group table
Duplicate Item Group,@@
Duplicate customer group found in the cutomer group table,تم العثور على فئة زبائن مكررة في جدول فئات الزبائن
Duplicate Customer Group,@@
Payment methods are mandatory. Please add at least one payment method.,طرق الدفع إلزامية. الرجاء إضافة طريقة دفع واحدة على الأقل.
Please select a default mode of payment,الرجاء تحديد طريقة الدفع الافتراضية
You can only select one mode of payment as default,يمكنك تحديد طريقة دفع واحدة فقط كطريقة افتراضية
"Pricing Rule is made to overwrite Price List / define discount percentage, based on some criteria.",خاصية قاعدة التسعير تم تكوينها لتقوم بعمليات اعادة كتابة لقوائم الاسعار و تحديد نسبة التخفيض، استنادا إلى بعض المعايير.
"If selected Pricing Rule is made for 'Rate', it will overwrite Price List. Pricing Rule rate is the final rate, so no further discount should be applied. Hence, in transactions like Sales Order, Purchase Order etc, it will be fetched in 'Rate' field, rather than 'Price List Rate' field.",إذا تم تحديد قاعدة التسعير المحددة &#39;معدل&#39;، فإنه سيتم استبدال قائمة الأسعار. التسعير معدل القاعدة هو المعدل النهائي، لذلك لا ينبغي تطبيق أي خصم آخر. وبالتالي، في المعاملات مثل أمر المبيعات، أمر الشراء وما إلى ذلك، فإنه سيتم جلب في حقل &quot;معدل&quot;، بدلا من حقل &quot;قائمة الأسعار السعر&quot;.
"Pricing Rule is first selected based on 'Apply On' field, which can be Item, Item Group or Brand.",خاصية قاعدة التسعير يمكن تطبيقها على  بند، فئة بنود او علامة التجارية.
"Then Pricing Rules are filtered out based on Customer, Customer Group, Territory, Supplier, Supplier Type, Campaign, Sales Partner etc.",ثم يتم تصفيت قاعدة التسعير على أساس العملاء، مجموعة العملاء، الأرض، المورد، نوع المورد ، الحملة، شريك المبيعات الخ
Duplicate {0} found in the table,مكرر {0} موجود في الجدول
{0} is not added in the table,{0} لم تتم إضافته في الجدول
For the 'Apply Rule On Other' condition the field {0} is mandatory,بالنسبة لشرط &quot;تطبيق القاعدة على أخرى&quot; ، يكون الحقل {0} إلزاميًا
Rate or Discount is required for the price discount.,السعر أو الخصم مطلوب لخصم السعر.
"As the field {0} is enabled, the field {1} is mandatory.",نظرًا لتمكين الحقل {0} ، يكون الحقل {1} إلزاميًا.
Atleast one of the Selling or Buying must be selected,يجب اختيار واحدة من الخيارات على الاقل اما البيع او الشراء
"Selling must be checked, if Applicable For is selected as {0}",يجب أن يتم التحقق البيع، إذا تم تحديد مطبق للك {0}
"Buying must be checked, if Applicable For is selected as {0}",يجب أن يتم التحقق الشراء، إذا تم تحديد مطبق للك {0}
Min Qty can not be greater than Max Qty,الكمية الادنى لايمكن ان تكون اكبر من الكمية الاعلى
Min Amt can not be greater than Max Amt,مين آمت لا يمكن أن يكون أكبر من ماكس آمت
Min Qty should be greater than Recurse Over Qty,@@
Recurse Over Qty cannot be less than 0,@@
{0} can not be negative,{0} لا يمكن أن يكون سالبا
Free item code is not selected,لم يتم تحديد رمز العنصر المجاني
Max discount allowed for item: {0} is {1}%,الحد الاعلى المسموح به في التخفيض للمنتج : {0} هو  {1}٪
Currency should be same as Price List Currency: {0},يجب أن تكون العملة مماثلة لعملة قائمة الأسعار: {0}
Valid from and valid upto fields are mandatory for the cumulative,صالحة من وحقول تصل صالحة إلزامية للتراكمية
Valid from date must be less than valid upto date,صالح من تاريخ يجب أن يكون أقل من تاريخ يصل صالح
Invalid condition expression,تعبير شرط غير صالح
Item Group not mentioned in item master for item {0},فئة البند غير مذكورة في ماستر البند لهذا البند {0}
Invalid {0},غير صالح {0}
"If you {0} {1} worth item {2}, the scheme {3} will be applied on the item.",إذا كنت {0} {1} تستحق العنصر {2} ، فسيتم تطبيق النظام {3} على العنصر.
User has not applied rule on the invoice {0},لم يطبق المستخدم قاعدة على الفاتورة {0}
Free item not set in the pricing rule {0},عنصر حر غير مضبوط في قاعدة التسعير {0}
"Sorry, this coupon code's validity has not started",عذرًا ، لم تبدأ صلاحية رمز القسيمة
"Sorry, this coupon code's validity has expired",عذرا ، لقد انتهت صلاحية رمز القسيمة
"Sorry, this coupon code is no longer valid",عذرا ، رمز القسيمة هذا لم يعد صالحًا
{0} Coupon used are {1}. Allowed quantity is exhausted,{0} القسيمة المستخدمة هي {1}. الكمية المسموح بها مستنفدة
End date cannot be before start date,لا يمكن أن يكون تاريخ الانتهاء قبل تاريخ البدء
Reconciliation Logs,@@
Start / Resume,@@
Job Started,بدأ العمل
Pause,وقفة
Job Paused,@@
Receivable/Payable Account: {0} doesn't belong to company {1},@@
Bank/Cash Account {0} doesn't belong to company {1},@@
Auto Reconciliation of Payments has been disabled. Enable it through {0},@@
Scheduler is Inactive. Can't trigger job now.,@@
Scheduler is Inactive. Can't trigger jobs now.,@@
Reconciliation Progress,@@
Tax Id:,@@
Until,حتى
Payment Terms,شروط الدفع
Credit Limit,الحد الائتماني
,@@
Total,الاجمالي غير شامل الضريبة
Future Payments,المدفوعات المستقبلية
Cheques Required,الشيكات المطلوبة
Age (Days),(العمر (أيام
Sales Person,مندوب مبيعات
Remarks,ملاحظات
Invoiced Amount,قيمة الفواتير
Paid Amount,المبلغ المدفوع
Customer LPO No.,العميل لبو رقم
Future Payment Ref,الدفع في المستقبل المرجع
Future Payment Amount,مبلغ الدفع المستقبلي
Remaining Balance,الرصيد المتبقي
Total Invoiced Amount,إجمالي مبلغ الفاتورة
Total Paid Amount,إجمالي المبلغ المدفوع
Total Outstanding Amount,إجمالي المبلغ المستحق
Ageing Report based on,@@
Printed On,@@
STATEMENTS OF ACCOUNTS,@@
Customer:,@@
Customer Name:,@@
Date:,@@
Debit,مدين
Credit,دائن
Balance (Dr - Cr),الرصيد (مدين - دائن)
Supplier Invoice No,رقم فاتورة المورد
Send Emails,@@
Emails Queued,رسائل البريد الإلكتروني في قائمة الانتظار
No Records for these settings.,@@
No Customers found with selected options.,@@
Customers not selected.,العملاء لم يتم اختيارهم.
No billing email found for customer: {0},@@
No primary email found for customer: {0},@@
Either 'Selling' or 'Buying' must be selected,@@
Price or product discount slabs are required,ألواح سعر الخصم أو المنتج مطلوبة
Pricing Rule {0} is updated,يتم تحديث قاعدة التسعير {0}
New {0} pricing rules are created,يتم إنشاء قواعد تسعير جديدة {0}
Returns,النتائج
Subscription,اشتراك
On Hold,في الانتظار
Temporarily on Hold,مؤقت في الانتظار
Purchase Receipt,إستلام المشتريات
Accounting entries for this invoice need to be reposted. Please click on 'Repost' button to update.,@@
Get Items From,الحصول على البنود من
Creating Purchase Receipt ...,@@
Release date must be in the future,يجب أن يكون تاريخ الإصدار في المستقبل
Cash or Bank Account is mandatory for making payment entry,الحساب النقدي أو البنكي مطلوب لعمل مدخل بيع <br>Cash or Bank Account is mandatory for making payment entry
Paid amount + Write Off Amount can not be greater than Grand Total,المبلغ المدفوع + المبلغ المشطوب لا يمكن ان يكون أكبر من المجموع الكلي\n<br>\nPaid amount + Write Off Amount can not be greater than Grand Total
Against Supplier Invoice {0} dated {1},مقابل فاتورة المورد {0} بتاريخ {1}
No Remarks,لا ملاحظات
Invalid Account,حساب غير صالح
